,budget,company,country,director,gross,name,rate,star,voter
1368,,,"Chile,Argentina",Julio Jorquera Arriagada,,Mi Último Round (2011) ,6.7,"Roberto Farías,Héctor Morales,Manuela Martelli,|,See full cast & crew,",274
1369,,"HAL Films,See more »,",UK,Sam Miller,,Elephant Juice (1999) ,4.9,"Emmanuelle Béart,Sean Gallagher,Daniel Lapaine,|,See full cast & crew,",290
1370,"ZAR 8,000,000","Out in Africa Gay and Lesbian Film Festival,Phat Free Films,Puo Pha Productions,See more »,",South Africa,Catherine Stewart,,While You Weren't Looking (2015) ,6.4,"Camilla Waldman,Sandi Schultz,Fezile Mpela,|,See full cast & crew,",32
1371,"$30,000","10% Productions,Sock Puppet Enterprises,See more »,",USA,Dustin Lance Black,,The Journey of Jared Price (2000) ,7.2,"Corey Spears,Steve Tyler,Josh Jacobson,|,See full cast & crew,","1,978"
1372,"€1,000","Käferfilm Produktion,See more »,",Germany,Nicolas Flessa,,Straight (2007) ,5.3,"Beba Ebner,Florian Sonnefeld,Eralp Uzun,|,See full cast & crew,",120
1373,,"Trinity X Productions,See more »,",UK,Trevor Garlick,,A Wedding Most Strange (2011) ,4.3,"Chris Finch,Louise Houghton,Adz Hunter,|,See full cast & crew,",125
1374,"$34,000","B+BOY Productions,See more »,",USA,Jason Paul Collum,,October Moon 2: November Son (2008) ,4.9,"Judith O'Dea,Brinke Stevens,Sacha Sacket,|,See full cast & crew,",115
1375,,"Galeria Alaska Productions,See more »,",Germany,Jochen Hick,,No One Sleeps (2000) ,5.0,"Tom Wlaschiha,Irit Levi,Jim Thalman,|,See full cast & crew,",249
1376,"$1,000,000","Sky Whisper Productions LLC,Catfish Studios,See more »,",USA,Daryl Goldberg,,Unholy (2007) ,3.9,"Adrienne Barbeau,Nicholas Brendon,Siri Baruc,|,See full cast & crew,",624
1377,"$1,650,000","BBC Arts,BBC Films,Nitrate London,See more »,",UK,Julien Temple,,London: The Modern Babylon (2012) ,7.2,"Keith Allen,Michael Gambon,Steve Jones,|,See full cast & crew,",518
1378,"€300,000","Mutter-Film Produktions,See more »,",Germany,,,Lose Your Head (2013) ,5.4,"Fernando Tielve,Marko Mandic,Sesede Terziyan,|,See full cast & crew,",407
1379,"$2,500,000","David v. Goliath Films,See more »,",USA,,"$100,135,",8: The Mormon Proposition (2010) ,7.0,"Spencer Jones,Tyler Barrick,Dustin Lance Black,|,See full cast & crew,","1,186"
1380,"$300,000","Illumination Pictures,See more »,",USA,Jerome Elston Scott,,Anderson's Cross (2010) ,5.5,"Michael Warren,Joanna Cassidy,Joyce Guy,|,See full cast & crew,",104
1381,,"Cafe Entertainment Studios,See more »,",USA,Lee Friedlander,"$50,660,",Wasabi Tuna (2003) ,3.6,"Antonio Sabato Jr.,Jason London,Barney Cheng,|,See full cast & crew,",184
1382,,"Wolfe Video,See more »,",USA,,,He Likes Guys (2009) ,0,"Calpernia Addams,Ron Alexander,Philip Anthony-Rodriguez,|,See full cast & crew,",0
1383,,"Black Orange,Ote tv,See more »,",Greece,Christos Dimas,,Magikos kathreftis (2016) ,4.9,"Makis Papadimitriou,Zeta Douka,Eleni Kokkidou,|,See full cast & crew,",175
1384,,"World Production,See more »,",South Korea,Je-yong Lee,,Dasepo sonyo (2006) ,6.0,"Ok-bin Kim,Jin-woo Park,Kyeon Lee,|,See full cast & crew,",868
1385,"$1,000,000","Triplebeam Pictures,See more »,",USA,La Monte Edwards,,King of Paper Chasin' (2011) ,5.0,"Dwayne DL Clark,Jason Rivera,Piarry Oriol,|,See full cast & crew,",226
1386,,"Les Films du Bal,Godolphin Films,My New Picture,See more »,","France,Tunisia",Benjamin Crotty,,Fort Buchanan (2014) ,5.1,"Andy Gillet,Iliana Zabeth,David Baïot,|,See full cast & crew,",111
1387,,"Ying E Chi,See more »,","Canada,Hong Kong",Simon Chung,,Innocent (2005) ,5.6,"Po Chan,Timothy Lee,Jovita Adrineda,|,See full cast & crew,",314
1388,,"Oh Happy Day Productions,Firebrand Films,See more »,",UK,Ian Poitier,,Oh Happy Day (2007) ,6.2,"Christopher Colquhoun,Jo Smith,Pooky Quesnel,|,See full cast & crew,",283
1389,,"Pershing Point Productions,Pierrepont Productions,See more »,",USA,Julia Jay Pierrepont III,,Lost in the Pershing Point Hotel (2000) ,4.7,"Leslie Jordan,Erin Chandler,Mark Pellegrino,|,See full cast & crew,",157
1390,,"Lovett Productions,Frameline,Heartlove Productions,See more »,",USA,Joseph F. Lovett,"$249,565",Gay Sex in the 70s (2005) ,6.9,"Robert Alvarez,Alvin Baltrop,Barton Benes,|,See full cast & crew,",536
1391,,"I Ate My Eye Films,See more »,",USA,Wes Hurley,,Waxie Moon in Fallen Jewel (2015) ,3.6,"Marc Kenison,Sarah Rudinoff,Marya Sea Kaminski,|,See full cast & crew,",51
1392,,"Tri-Vision Films,See more »,",Philippines,Donn T. Remo,,U Belt (2004) ,3.4,"Michelle Estevez,Maricar Fernandez,Danna Garcel,|,See full cast & crew,",10
1393,,"Polari Pictures,See more »,",USA,Matt Wolf,,Wild Combination: A Portrait of Arthur Russell (2008) ,7.5,"Bob Blank,Ernie Brooks,Allen Ginsberg,|,See full cast & crew,",416
1394,,"Cinemavault,Filthy World,See more »,",USA,Jeff Garlin,,This Filthy World (2006) ,7.8,,"1,318"
1395,,"Avista Film,See more »,",Germany,Hans Steinbichler,,Hierankl (2003) ,6.4,"Johanna Wokalek,Barbara Sukowa,Josef Bierbichler,|,See full cast & crew,",291
1396,,"Jaye Bird Productions,See more »,",USA,Cassie Jaye,,The Right to Love: An American Family (2012) ,8.1,"Justin R. Cannon,Bryan Leffew,Jay Leffew,|,See full cast & crew,",69
1397,,"MaravillaCine,Quijote Films,See more »,","Argentina,Chile",Martín Rodríguez Redondo,,Marilyn (2018) ,6.7,"Walter Rodríguez,Catalina Saavedra,Germán de Silva,|,See full cast & crew,",66
1398,,"Agat Films & Cie,Arte France Cinéma,Bac Films,See more »,",France,Jean-Jacques Zilbermann,,La folle histoire d'amour de Simon Eskenazy (2009) ,5.8,"Antoine de Caunes,Mehdi Dehbi,Elsa Zylberstein,|,See full cast & crew,",169
1399,,,USA,Alexandra Pelosi,,Fall to Grace (2013) ,6.1,,80
1400,"$50,000","Coach Cromer Productions,See more »,",USA,James Bubba Cromer,,The Hills Have Thighs (2008) ,3.4,"Hance Oliver,Dona Ayers,Mona Lisa Johnson,|,See full cast & crew,",57
1401,"$75,000","Triangle Pillar Group,See more »,",USA,John Lincoln,,Issues 101 (2002) ,3.3,"Michael Rozman,Dennis W. Rittenhouse Jr.,Jeff Sublett,|,See full cast & crew,",462
1402,,"Margin Films,Trailing Johnson Productions,See more »,","Canada,USA",Quentin Lee,"$6,839,",Ethan Mao (2004) ,6.3,"Jun Hee Lee,Raymond Ma,Julia Nickson,|,See full cast & crew,",520
1403,"$25,000","Daisy Todd Productions,See more »,",USA,Carrie Preston,,29th and Gay (2005) ,5.1,"James Vasquez,Nicole Marcks,David McBean,|,See full cast & crew,",288
1404,,"De/Center Communications Inc.,The Film Kitchen,See more »,",Canada,Quentin Lee,,Drift (2000) ,5.5,"Reggie Lee,Andy Steinlen,Jonathon Roessler,|,See full cast & crew,",435
1405,,"Blue Lyric Studios,Blare Media Production,See more »,",USA,Johnny Soto,,Hollywood Road Trip (2015) ,4.9,"Steven Crowley,Ciena Rae,Jeff Garner,|,See full cast & crew,",38
1406,,"Program 33,Argonauts Productions S.A.,FilmNet,See more »,","Greece,France",Panos H. Koutras,,Alithini zoi (2004) ,5.8,"Nikos Kouris,Themis Bazaka,Marina Kalogirou,|,See full cast & crew,",240
1407,"$1,000,000","here! Films,Max Pix,Rapid Heart Pictures,See more »,",USA,David DeCoteau,,The Brotherhood V: Alumni (2009) ,2.8,"Brett Novek,Arthur Napiontek,Preston Davis,|,See full cast & crew,",227
1408,,"Corsaro Productions,Campinella Productions,Zen Zero,See more »,",Italy,Marco Filiberti,,Poco più di un anno fa (2003) ,5.8,"Luigi Diberti,Francesca d'Aloja,Claudio Vanni,|,See full cast & crew,",372
1409,,"Forever Safe Productions,See more »,",USA,John Lerchen,,Dearest Jane (2015) ,6.8,"Sydney Pierick,Ann Hagemann,Mark A. Nash,|,See full cast & crew,",109
1410,,"K. Productions,Les Films à Paulo,See more »,",France,Alain Guiraudie,,Ce vieux rêve qui bouge (2001) ,6.8,"Jean-Marie Combelles,Pierre Louis-Calixte,Jean Ségani,|,See full cast & crew,",235
1411,"$30,000","Harcamone Films,Monqui Films,See more »,",USA,James Bolton,"$26,114,",Eban and Charley (2000) ,5.8,"Brent Fellows,Gio Black Peter,Ellie Nicholson,|,See full cast & crew,",705
1412,,"Pollen Productions,Star View Productions,See more »,",Philippines,,,Selda (2007) ,6.6,"Sid Lucero,Emilio Garcia,Ara Mina,|,See full cast & crew,",82
1413,,"Goukine S.A. de C.V.,Jaime Humberto Hermosillo Producciones (I) (II),Resonancia S.A.,See more »,",Mexico,Jaime Humberto Hermosillo,,eXXXorcismos (2002) ,5.5,"Alberto Estrella,José Juan Meraz,Patricia Reyes Spíndola,",62
1414,"€1,300,000","Fact & Fiction,Flanders Audiovisual Fund (VAF),ÉÉN,See more »,",Belgium,Guy Lee Thys,,Mixed Kebab (2012) ,6.2,"Cem Akkanat,Simon Van Buyten,Gamze Tazim,|,See full cast & crew,","1,073"
1415,,,Argentina,Diego Prado,,Al cielo (2012) ,5.4,"Ana Angelillo,Mauro Haramboure,Enrique Lunazzi,|,See full cast & crew,",84
1416,,"Sin Perdon de Dios,Sobras International Pictures,See more »,",Chile,Nicolás López,,Que Pena Tu Boda (2011) ,5.6,"Ariel Levy,Andrea Velasco,Lorenza Izzo,|,See full cast & crew,",846
1417,,"Orchard Films,Independent Film Channel (IFC),See more »,",USA,,,Fabulous! The Story of Queer Cinema (2006) ,6.9,"Tom Arnold,Randy Barbato,Dan Bucatinsky,|,See full cast & crew,",556
1418,"$1,300,000","Full Credit Productions,Motto Pictures,See more »,",USA,Roger Ross Williams,"$47,991,",God Loves Uganda (2013) ,7.4,,"1,096"
1419,,"VanderHart Productions,See more »,",USA,Paul Hart,,Homewrecker (2009) ,3.7,"Dylan Vox,Bruce L. Hart,Peter Szeliga,|,See full cast & crew,",118
1420,,"Solaris Pictures,Wise Thoughts,See more »,","India,UK",Sridhar Rangayan,,Yours Emotionally! (2006) ,5.0,"Premjit,Jack Lamport,Pratik Gandhi,|,See full cast & crew,",91
1421,"$200,000","Tweek City LLC,See more »,",USA,Eric G. Johnson,,Tweek City (2005) ,4.2,"Giuseppe Andrews,Keith Brunsmann,Eva Fisher,|,See full cast & crew,",170
1422,,"2ML Productions,See more »,",USA,Robert Gaston,,2 Minutes Later (2007) ,4.3,"Michael Molina,Jessica Graham,Peter Stickles,|,See full cast & crew,",394
1423,,"A.J. Productions,See more »,",Panama,Jorge Ameer,,Oasis (2017) ,7.1,"Cesar DeFuentes,Matthew Lynn,Katia Semacaritt,|,See full cast & crew,",153
1424,,"C.R.I.M. Produções,Presente Edições de Autor,See more »,","Portugal,Spain",Joaquim Pinto,,E Agora? Lembra-me (2013) ,7.3,"Joaquim Pinto,Nuno Leonel,Serge Daney,|,See full cast & crew,",351
1425,,"Three Dots Entertainment Company,See more »,",Taiwan,Yin-jung Chen,,17 sui de tian kong (2004) ,6.4,"Tony Yo-ning Yang,Duncan Lai,King Chin,|,See full cast & crew,",931
1426,,"For... Shiw Ping Production,Jürgen Brüning Filmproduktion,See more »,","Thailand,Germany",Thunska Pansittivorakul,,Poo kor karn rai (2011) ,5.3,,45
