,budget,company,country,director,gross,name,rate,star,voter
1189,,"Mandarin Films Distribution,See more »,",Hong Kong,Barbara Wong Chun-Chun,,Lui yun na wa yee (2000) ,6.2,"Annabel Chong,Barbara Wong Chun-Chun,Ann Hui,|,See full cast & crew,",85
1190,,,Canada,One Tiny Whale,,Made in Secret: The Story of the East Van Porn Collective (2005) ,7.5,"Hugh Jorgen,Muffy LaRue,Nerdgirl,|,See full cast & crew,",47
1191,,"Junifilm,Eikon Film,Hochschule für Film und Fernsehen 'Konrad Wolf',See more »,",Germany,Franziska Meletzky,,Nachbarinnen (2004) ,6.9,"Dagmar Manzel,Grazyna Szapolowska,Jörg Schüttauf,|,See full cast & crew,",120
1192,"$500,000","SAP11,See more »,",Italy,Roberto Cuzzillo,,Camminando verso (2011) ,4.8,"Carlo Barbero,Amel Orucevic,Fiorenza Tessari,|,See full cast & crew,",16
1193,,"Blue Production Partnership,Eisei Gekijo,Kobi Co.,See more »,",Japan,Hiroshi Ando,,Blue (2002) ,6.4,"Mikako Ichikawa,Manami Konishi,Asami Imajuku,|,See full cast & crew,",260
1194,,"Shogakukan,Toho Company,See more »,",Japan,Ataru Oikawa,,Lovers' Kiss (2003) ,6.1,"Aya Hirayama,Aoi Miyazaki,Mikako Ichikawa,|,See full cast & crew,",14
1195,,"NoCo Media Group,Bittersweet Productions,See more »,",USA,Carolyn Coal,,A Place to Live: The Story of Triangle Square (2008) ,9.1,,11
1196,"€1,070,000","Lasihelmi Filmi,See more »,",Finland,Aku Louhimies,,Riisuttu mies (2006) ,5.6,"Samuli Edelmann,Matleena Kuusniemi,Laura Malmivaara,|,See full cast & crew,",762
1197,,,USA,Tiona McClodden,,Black./Womyn.:Conversations with Lesbians of African Descent (2008) ,7.6,"Staceyann Chin,Cheryl Clarke,Michelle Parkerson,|,See full cast & crew,",7
1198,,,Chile,Fernández Constanza,,Mapa Para Conversar (2012) ,5.4,"Moro Andrea,Francisca Bernardi,Romano Kottow,|,See full cast & crew,",38
1199,,"První Verejnoprávní,Ateliers Zlín,See more »,",Czech Republic,Petr Nikolaev,,...a bude hur (2007) ,7.1,"Karel Zídek,Filip Kankovský,Vladimír Skultéty,|,See full cast & crew,",169
1200,,"Gaga Pictures,See more »,",Japan,Shinji Aoyama,,Enbamingu (1999) ,5.3,"Kôjirô Hongô,Masatoshi Matsuo,Yutaka Matsushige,|,See full cast & crew,",192
1201,,,"USA,Russia",,,Campaign of Hate: Russia and Gay Propaganda (2014) ,6.2,,69
1202,"THB 18,000,000","Tai Entertainment,Hub Ho Hin Films,See more »,",Thailand,Yongyoot Thongkongtoon,,Satree lek 2 (2003) ,5.4,"Sujira Arunpipat,Kokkorn Benjathikoon,Anucha Chatkaew,|,See full cast & crew,",194
1203,"$7,000","The Memphis Digital Arts Co-operative,Sawed-Off Collaboratory Productions,See more »,",USA,,,Away (A)wake (2005) ,5.4,"Helen Bowman,Saki Manousakis,Timothy Morton,|,See full cast & crew,",89
1204,"$90,000","Apple Cart Productions,Maven Design House,Beachwood Cottage Film and Music,See more »,",USA,Brian Samuel Davis,,Ornaments (2008) ,3.7,"Kelly May,Chad Olson,Jordana Oberman,|,See full cast & crew,",22
1205,"$100,000",,USA,Susan Turley,,Changing Spots (2006) ,7.5,"Lane West,Danielle Egnew,Larrs Jackson,|,See full cast & crew,",22
1206,,,Japan,Junko Emoto,,Kagekiha opera (2016) ,0,"Saori,Arisa Nakamura,Yuki Sakurai,|,See full cast & crew,",0
1207,,"Canal+ España,Cristal Producciones Cinematográficas S.A.,Sociedad General de Televisión (Sogetel),See more »,",Spain,,,El grito en el cielo (1998) ,5.5,"Maria Conchita Alonso,Loles León,María Pujalte,|,See full cast & crew,",120
1208,"$16,000","Big Broad Guerrilla Monster,JMM Productions,See more »,",USA,John Michael McCarthy,,Superstarlet A.D. (2000) ,4.6,"Kerine Elkins,Gina Velour,Michèle Carr,|,See full cast & crew,",133
1209,,"Ciné-Sud Promotion,See more »,",France,Fejria Deliba,,D'une pierre deux coups (2016) ,3.8,"Milouda Chaqiq,Brigitte Roüan,Claire Wauthion,|,See full cast & crew,",62
1210,"$3,000,000",,USA,Philippe Mora,,The Gertrude Stein Mystery or Some Like It Art (2010) ,6.0,"Jonathan Ball,Rena Riffel,Hoyt Richards,|,See full cast & crew,",5
1211,,"North American Pictures,See more »,","Canada,Czech Republic",Lloyd A. Simandl,,Deadly Engagement (2002) ,3.9,"Olivier Gruner,Daniela Krhutova,Max Norlin,|,See full cast & crew,",66
1212,,"Forever Films,See more »,",USA,,,Out Late (2008) ,7.0,"Leanna Bradley,Cathy Jambrosic,Walter Rothenburger,|,See full cast & crew,",89
1213,,,"USA,Japan,Canada,Germany",Broderick Fox,,The Skin I'm In (2012) ,7.0,"Rande Cook,Broderick Fox,Zulu Zulu,",5
1214,,"Copyrights Factory,Nihon Sky Way (NSW),See more »,",Japan,Masataka Ichimi,,Death Forest 2 (2015) ,1.6,"Yukino Hashimoto,Daijiro Kawaoka,Yuka Kuramochi,|,See full cast & crew,",405
1215,,,USA,Jules Rosskam,,Transparent (2006) ,7.1,,9
1216,,"Takazawa,See more »,",Japan,Daisuke Yamanouchi,,Sadisutikku yoga (2007) ,3.6,"Yoshika Kimura,Yukari Masaki,",13
1217,,"Dynamo Karuzela,Odra Film,See more »,",Poland,Przemyslaw Wojcieszek,,Jak calkowicie zniknac (2014) ,4.8,"Agnieszka Podsiadlik,Pheline Roggan,Tomasz Tyndyk,",46
1218,,"Rainbow Chaser Productions,See more »,",USA,Kimberly K. Wilson,,Maggie and Annie (2002) ,4.4,"Amy Thiel,Joy Yandell,Adam Knox,|,See full cast & crew,",214
1219,,"Las Perlas del Mar Films,See more »,","Mexico,Canada",Alex Flores,,Juarez: The City Where Women Are Disposable (2007) ,0,"Mayte Alvarado,Ollin Ayacaxill,Vanessa Bauche,|,See full cast & crew,",0
1220,,"Label me. productions,See more »,",USA,Donna R. Clark,,Midnight Cabaret (2012) ,6.4,"Brandon Hilton,Elexius Kelly,Arthur Yon,|,See full cast & crew,",19
1221,,,South Africa,,,Simon and I (2002) ,8.5,,21
1222,,,Hong Kong,Yau Ching,,Ho yuk (2002) ,5.4,"Chung-Ching Wong,Erica Lam,Colette Koo,|,See full cast & crew,",41
1223,,"Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Sofo Cine,See more »,",Argentina,Pablo Sofovich,,El favor (2004) ,5.7,"Javier Lombardo,Victoria Onetto,Bernarda Pagés,|,See full cast & crew,",138
1224,"$300,000","Showdog Productions,Public Art Films,Goldcrest Post Production New York,See more »,",USA,Draper Shreeve,,Queer City (2016) ,6.4,"Rafael Alencar,Sarah Chinn,Miriam Diaz,|,See full cast & crew,",16
1225,,"Itchy Bee Productions,See more »,",USA,Betsy Kalin,,Hearts Cracked Open (2004) ,9.1,"Annie Sprinkle,Pamela Madison,Evalena Rose,|,See full cast & crew,",13
1226,,,USA,Deborah Dickson,,Ruthie and Connie: Every Room in the House (2002) ,8.2,"Ruth Berman,Connie Kurtz,",33
1227,"€283,000","Studio Albay,See more »,",Belgium,R. Kan Albay,,The Flemish Vampire (2007) ,3.1,"Chahid Abdessalami,Nele Allaert,Jamal Boujouh,|,See full cast & crew,",35
1228,,"Jin Chuan Pictures,See more »,","Hong Kong,Taiwan",Leon Dai,,Tai Bei wan 9 zao 5 (2002) ,5.8,"Stanley Huang,Cheryl Yang,Ehlo Huang,|,See full cast & crew,",200
1229,,"Malika,Neofilm,See more »,",Italy,Roger Deutsch,,Suor Sorriso (2001) ,5.0,"Ginevra Colonna,Antonio Salines,Simona Caparrini,|,See full cast & crew,",74
1230,,"Core Image Production Company,See more »,",Taiwan,Alice Wang,,Fei yue qin hai (2003) ,5.8,"Alice Wang,Ariel Lin,Duncan Lai,|,See full cast & crew,",60
1231,,"Benten Movie,See more »,",Japan,Yûichi Onuma,,Akiba (2006) ,0,"Nonami Takisawa,Ayaka Maeda,Mitsuyoshi Shinoda,|,See full cast & crew,",0
1232,"$5,000",,USA,J. Douglas Smith,,The Period (2007) ,5.2,"Ian Arnold,Valerie Castro,Angela Dix,|,See full cast & crew,",16
1233,,"Coop Vidéo de Montréal,See more »,",Canada,Robert Morin,,"Quiconque meurt, meurt à douleur (1998) ",7.4,,192
1234,,,USA,Michelle Johnson,,Triple X Selects: The Best of Lezsploitation (2007) ,7.4,,25
1235,"€206,000","Vaski Filmi,See more »,",Finland,Suvi West,,Sparrooabbán (2016) ,5.9,"Kaisa West,Suvi West,Linnea,|,See full cast & crew,",37
1236,,"Earth Diver,Tetra Co.,See more »,",Japan,Nao Shimizu,,Haiiro no karasu (2015) ,3.6,"Eri Nishida,Kaho Kobayashi,Sayo Ampo,|,See full cast & crew,",14
1237,,"Color Bird Inc.,Magnetize,Style Jam,See more »,",Japan,Masanori Tominaga,,Rôringu (2015) ,5.4,"Yurika Fukaya,Junpei Hashino,Kayo Hoshino,|,See full cast & crew,",18
1238,,"Independent Television Service (ITVS),Sugar Pictures,See more »,",USA,Meema Spadola,,Our House: A Very Real Documentary About Kids of Gay & Lesbian Parents (2000) ,7.1,,36
1239,,"The Australian Film Commission,Vermilion Productions,See more »,",Australia,Kylie Eddy,,This Kiss (2007) ,5.5,"Tamsin Gatewood,Melanie Lockman,",94
1240,"$250,000","Blue Sky Project,See more »,",USA,David B. Marshall,,Swimming with Lesbians (2009) ,8.0,,5
1241,"CAD 50,000","Creepy Six Films,See more »,",Canada,Vince D'Amato,,The Hard Cut (2011) ,4.6,"Jason Beaudoin,Danielle Kremeniuk,Tijana Popovic,|,See full cast & crew,",12
1242,"$50,000",,USA,Erin Davies,,Fagbug (2009) ,6.5,"Erin Davies,The Fagbug,",132
1243,,"Cui Zi DV Studio,Cuizi DV Studio,See more »,",China,Zi'en Cui,,Zhi tongzhi (2009) ,6.5,,41
1244,"$5,000","Silica Street Productions,See more »,","USA,Cuba",Eliezer Pérez Angueira,,Free Havana (2012) ,6.7,,9
1245,,"Met Film Production,Naked Edge Films,See more »,",UK,Jerry Rothwell,,Donor Unknown (2010) ,6.8,"JoEllen Marsh,Danielle Pagano,Fletcher Norris,|,See full cast & crew,",138
1246,,"Esperanza Productions,See more »,",France,Yannick Delhaye,,Les mains déliées: À la recherche du cinéma gay israélien (2014) ,0,"Avital Barak,Yannick Delhaye,Eytan Fox,|,See full cast & crew,",0
1247,,"Soft Garage,Suns Entertainment,See more »,",Japan,Seiichi Nomura,,Nachuraru ûman 2010 (2010) ,6.6,"Ayano,Erena,Ayumi Kinoshita,|,See full cast & crew,",13
1248,"$22,700","Bongiovi Entertainment,Disruptive Media,Wayward Studios,See more »,",USA,Michael Hoffman Jr.,,ROT: Reunion of Terror (2008) ,3.8,"Christian Anderson,Alvie Baker,Monique Barajas,|,See full cast & crew,",135
1249,,"Aubin Pictures,See more »,",USA,Catherine Gund,"$1,496",Making Grace (2004) ,5.3,"Elizabeth Bing,Sami S. David,Dave Johnson,|,See full cast & crew,",20
1250,,"HBO Documentary Films,World of Wonder Productions,World of Wonder,See more »,",USA,,,"The Strange History of Don't Ask, Don't Tell (2011) ",7.7,"Carl Levin,Robert Gates,Mike Mullen,|,See full cast & crew,",155
1251,,,USA,John Scagliotti,,Dangerous Living: Coming Out in the Developing World (2003) ,7.3,"Janeane Garofalo,Maher Sabry,",134
1252,,,USA,Denise Ohio,,Amazing World (1999) ,5.7,"Maiz Lucero,Jennifer Burton,Kelly Jean Clair,|,See full cast & crew,",13
1253,,"Grand Valley Pictures,See more »,",USA,Harper Philbin,,To Live and Die in Dixie (2008) ,6.1,"Heather Prete,Scott Lowell,Marcus Hendricks,|,See full cast & crew,",31
1254,,"Zep Tepi Films,See more »,",USA,Kai Alexander,,Broken Gardenias (2014) ,5.9,"Alma S. Grey,A. Jack Morocco,Caroline Heinle,|,See full cast & crew,",35
1255,,,India,Paromita Vohra,,Unlimited Girls (2002) ,7.3,,6
1256,,"Our Film Works,See more »,",USA,Yvonne Welbon,,Living with Pride: Ruth C. Ellis @ 100 (1999) ,6.9,"Ruth C. Ellis,James E. Sanford,",59
1257,,,Canada,Bob Christie,,Beyond Gay: The Politics of Pride (2009) ,6.9,,113
1258,,"Vibegirl Productions,See more »,",USA,Alana Cash,,Anna Freud: Under Analysis (2003) ,0,,0
1259,,"Comstock Films,See more »,",USA,Tony Comstock,,Ashley and Kisha: Finding the Right Fit (2007) ,7.3,"Ashley,Kisha,",33
1260,,"Agent Provocateur Films,See more »,",USA,Amy McClung,,Change of Life (2006) ,5.5,"Ari Bavel,Brooke Daniels,Jennifer Davis,|,See full cast & crew,",30
1261,,"Storywriter Co.,Parco Co. Ltd.,Aoi Promotion,See more »,",Japan,Yûki Yamato,,5-tsu kazoereba kimi no yume (2014) ,6.1,"Miyu Yamabe,Hitomi Arai,Mei Shôji,|,See full cast & crew,",18
1262,,"Canary Films,Grupong Sinehan,See more »,",Philippines,Crisaldo Pablo,,Pitong dalagita (2006) ,6.9,"Angelica Panganiban,Yasmien Kurdi,Nadine Samonte,|,See full cast & crew,",20
1263,"€700,000","Pony Canyon,Shogakukan,Vista,See more »,","Japan,Italy",Elisa Bolognini,,Il vento e le rose (2009) ,2.7,"Maria Cocchiarella Arismendi,Kyôko Kanô,Angelo Amoretti,|,See full cast & crew,",6
1264,,"Mary Guzmán Productions,See more »,",USA,Mary Guzmán,,Desi's Looking for a New Girl (2000) ,5.4,"Desi del Valle,Yesenia Aguirre,Sandra Carola,|,See full cast & crew,",38
1265,,,"USA,Canada,Jamaica,Netherlands,UK",Micah Fink,,The Abominable Crime (2013) ,6.9,,17
1266,"$160,000","Odd Path Pictures LLC,See more »,",USA,Celia Roebuck Reed,,Preacher's Sons (2008) ,0,,0
1267,"$200,000","LookOut Films,See more »,",USA,Michael Jacoby,,Ten More Good Years (2007) ,8.6,"Harry Bartron,Harry Bartron,James Bidgood,|,See full cast & crew,",10
1268,"€200,000","Amour Fou Filmproduktion,See more »,",Austria,Anja Salomonowitz,,Kurz davor ist es passiert (2006) ,6.5,,75
1269,,"Riot Reel AB,APS,Kinotar,See more »,",Sweden,Cecilia Neant-Falk,,Du ska nog se att det går över (2003) ,6.5,"Eva Dahlgren,Natalie Durbeej,Kronprinsessan Victoria,|,See full cast & crew,",161
1270,"$15,000","SeeTruePeace Entertainment,See more »,",USA,Coquie Hughes,,My Mama Said Yo Mama's a Dyke (2010) ,6.3,"Izerrick Aigbokhan,Marisa Baldwin-Woodhouse,Alicia Beal,|,See full cast & crew,",10
1271,,"Tristan Films,See more »,",USA,Allison L. LiCalsi,,Macbeth: The Comedy (2001) ,7.7,"Erika Burke Rossa,Juliet Furness,Dudley Findlay Jr.,|,See full cast & crew,",38
1272,,,Canada,Vince D'Amato,,Glass (2015) ,4.3,"Jason Beaudoin,Lesli Brownlee,Patrick Carr,|,See full cast & crew,",9
1273,,"JTR Productions,Viva Films,See more »,",Philippines,Al Tantay,,Baliktaran: Si Ace at si Daisy (2001) ,5.5,"Rufa Mae Quinto,Bayani Agbayani,Rommel Montano,|,See full cast & crew,",8
1274,"$71,000","Doorway Productions,See more »,",USA,Josh Maldonado,,Island of Torture (2006) ,5.7,"Jeanne Cochran,Syn DeVil,Brian Floorjack,|,See full cast & crew,",7
1275,,,USA,Lisa Udelson,,Lifetime Guarantee: Phranc's Adventure in Plastic (2001) ,7.7,,19
1276,,"PFF Partners,See more »,",Japan,Shoko Kimura,,Koi ni itaru yamai (2011) ,4.9,"Miwako Wagatsuma,Yôichirô Saitô,Aimi Satsukawa,|,See full cast & crew,",19
1277,,,USA,,,Treyf (1998) ,6.6,"Alisa Lebow,Cynthia Madansky,",21
1278,,"Five Sisters Productions,See more »,",USA,Gabrielle Burton,,"Kings, Queens, & In-Betweens (2017) ",6.6,,23
1279,,"CMHL Enterprises,See more »,",Canada,,,"Sganarelle, or The Imaginary Cuckold (2010) ",0,"Lia Como,Jocelyn Connelly,Michel Duran,|,See full cast & crew,",0
1280,,"Autorickshaw Pictures,Chhibber Mann Productions,See more »,","USA,Germany",Scott Sheppard,,An Act of Love (2015) ,7.8,"Jimmy Creech,Frank Schaefer,Tim Schaefer,|,See full cast & crew,",28
1281,"CAD 1,300,000","Cirrus Communications,Les Films Vision 4,See more »,",Canada,Éric Tessier,,Vendus (2004) ,4.7,"Brigitte Paquette,Serge Thériault,Véronique Bannon,|,See full cast & crew,",113
1282,,,Russia,Ekaterina Kharlamova,,Moja schastlivaya semja (2007) ,8.1,,8
1283,,"Sedic Deux,Twin Peaks Productions,See more »,",Japan,Kayoko Asakura,,Dokumushi (2016) ,3.4,"Shintarô Akiyama,Ryusuke Komakine,Kyôka Minakami,|,See full cast & crew,",24
1284,,"Le Protocole Gali,Petite Maison Production,See more »,","France,Spain,USA",Julie Gali,,Illegal Love (2011) ,6.6,"Frédéric Anscombre,Dominique Besnehard,Dustin Lance Black,|,See full cast & crew,",14
1285,"$50,000","Paladin Pictures,See more »,",USA,Kent C. Williamson,,Stained Glass Rainbows (2015) ,7.5,"Ric Alba,Sean Doty,Jonathan Ervin,|,See full cast & crew,",10
1286,,"Peeping Jane Productions,Sparky Pictures,See more »,",USA,Jennifer Todd Reeves,,The Time We Killed (2004) ,6.8,"Lisa Jarnot,Susan Arthur,Rainer Dragon,|,See full cast & crew,",53
1287,,"Filmmakers Alliance,Pomegranate Films LLC,See more »,",USA,,"$3,362,",Solitude (2002) ,7.2,"Patrick Belton,Mary Thornton,Jaraneh Nova,",93
1288,,,Australia,Matt Burgess,,Cherry (2009) ,4.8,"Jasper Marlow,Georgina Lloyd,James Selles,|,See full cast & crew,",16
1289,"€3,000","Sticky Notes Films,See more »,","France,Lithuania",,,We can Be Gay Today: Baltic Pride 2013 (2014) ,7.3,,10
1290,,,Chile,Andrés Racz,,Tendida mirando las estrellas (2004) ,7.2,"Paulina Urrutia,Chamila Rodríguez,Francisca Imboden,|,See full cast & crew,",21
1291,,"Lehmann-Moore Productions,See more »,",USA,Sara Moore,,Homo Heights (1998) ,3.5,"Quentin Crisp,Lea DeLaria,Stephen Sorrentino,|,See full cast & crew,",105
1292,"$100,000","MasterPeace Productions,SassyMedia,See more »,",USA,Stephanie Higgins,,The Gay Marriage Thing (2005) ,8.6,,9
1293,,"Rosa Strippe,See more »,",Germany,Sebastian Schwarz,,Verqueere Welten 2.0 - Alternative Lebenswege junger Menschen (2012) ,0,,0
1294,"JPY 3,000,000","Shintoho Company,See more »,",Japan,Osamu Satô,,Hâdo rezubian: Kuikku & dîpu (2005) ,7.8,"Kyoko Natsume,Nancy,Kyôko Hayami,|,See full cast & crew,",11
1295,,"Barbara Hammer Productions,See more »,",USA,Barbara Hammer,,My Babushka: Searching Ukranian Identities (2001) ,7.1,"Vera Berdashevich,Vadim Bezprozvany,Greesha Felanovsky,|,See full cast & crew,",12
1296,,"Persistent Visions,See more »,",USA,Johnny Symons,,Ask Not (2008) ,7.3,,57
1297,,"Zahra Pictures,See more »,",USA,Rolla Selbak,,Making Maya (2003) ,5.9,"Desmond Faison,Sam Gros,Genevieve Lee Howell,|,See full cast & crew,",54
1298,,"Tragoidia Moving Pictures,See more »,",USA,Scott Bloom,,Out for the Long Run (2011) ,8.2,,6
1299,,"Wildfire Motion Picture Company,See more »,",Canada,Jason Wolthuizen,,Solid Cover (2000) ,4.7,"Shane Minor,Danielle House,Chris Byrne,|,See full cast & crew,",18
1300,,"Argo Project Inc.,See more »,",Japan,Shiori Kazama,,Kasei no kanon (2002) ,7.3,"Makiko Kuno,Fumiyo Kohinata,Mami Nakamura,|,See full cast & crew,",43
1301,,"PSBT,Solaris Pictures,See more »,",India,Sridhar Rangayan,,Purple Skies (2014) ,7.2,"Sonal Giani,Anand Grover,Prashansa Gurung,|,See full cast & crew,",11
1302,"$10,000","Obscurely Irrelevant Productions,See more »,",USA,Karyn Ben Singer,,Probable Robot (2015) ,6.2,"Jonathan Medina,Giselle Marie,Mandi Moss,|,See full cast & crew,",13
1303,,"Blue Butterfly Productions,See more »,",USA,Faith Trimel,,Black Aura on an Angel (2004) ,7.1,"Elle Richardson,Deborah Duke,Faith Trimel,|,See full cast & crew,",22
1304,,,Germany,Barbara Teufel,,Die Ritterinnen (2003) ,6.7,"Theresa Berlage,Nadja Berlinghoff,Niels Bormann,|,See full cast & crew,",46
1305,,"Latenite Films,See more »,",Australia,Gordon Napier,,Hannah and the Hasbian (2011) ,6.6,"Mahalia Brown,Matylda Buczko,Emily O'Brien-Brown,",167
1306,,,UK,Angia Dowling,,Madam and Eve (2003) ,0,"Michael Dube,Franklin English,",0
1307,"$200,000","Moonforce Media,See more »,",USA,Joan E. Biren,,No Secret Anymore: The Times of Del Martin & Phyllis Lyon (2003) ,8.7,"Kate Clinton,Phyllis Lyon,Del Martin,",11
1308,,"Daiz,Wonder Head,See more »,",Japan,Noboru Iguchi,,Kinema junjou (2016) ,5.9,"Miko Haruno,Yuni Hong,Minori Mikado,|,See full cast & crew,",7
1309,,,"France,USA",Stéphane Gérard,,History Doesn't Have to Repeat Itself (2014) ,7.8,,5
1310,,"Chugoku Shimbun,Cross Media,Gambit,See more »,",Japan,Shunichi Nagasaki,,Shoujotachi no rashinban (2011) ,6.3,"Riko Narumi,Shioli Kutsuna,Ayaka Morita,|,See full cast & crew,",20
1311,"$30,000","Almostred Productions,See more »,","Spain,China,USA",,,Desire Street (2011) ,7.9,"Alejandra Walker,Ellen Clifford,Javier Lopez,|,See full cast & crew,",49
1312,,"Fraya Frömming,GMfilms,Isola Bella Production,See more »,",Germany,,,Lost in Generation (2006) ,0,"Nursen Aktas,Brigitta Altermann,Simone Britz,|,See full cast & crew,",0
1313,"$20,000","Mattioli Productions,Dreamcatcher Entertainment,See more »,",USA,A.J. Mattioli,,Curiosity Killed the Cat (2012) ,8.4,"Blanche Baker,Elissa Goldstein,Keith Collins,|,See full cast & crew,",5
1314,,"Bontonfilm,See more »,",Czech Republic,Martin Dolenský,,Muj vysvlecenej denik (2012) ,5.6,"Igor Bares,Sandra Cernodrinská,Jana Dopitová,|,See full cast & crew,",39
1315,"CAD 391,000","Earth to Sky Pictures,National Film Board of Canada (NFB),National Film Board of Canada (NFB),See more »,",Canada,,,Cure for Love (2008) ,7.1,,9
